accepted	Lprev	Lstar	alpha	minimum	time
1001		-58.886537	-62.232077	0.035241	1.809738e-08	1.542259e+00
1001		-58.886537	-63.614858	0.008841	1.781469e-08	1.561471e+00
1001		-58.886537	-61.876252	0.050302	1.777736e-08	1.572674e+00
1001		-58.886537	-65.778156	0.001016	1.813255e-08	1.542339e+00
1001		-58.886537	-63.147744	0.014105	1.771454e-08	1.530584e+00
1001		-58.886537	-62.690681	0.022278	1.806168e-08	1.550347e+00
1001		-58.886537	-64.812470	0.002669	1.800650e-08	1.569686e+00
1002		-58.273084	-58.273084	1.000000	1.828633e-08	1.559936e+00
1003		-58.391454	-58.391454	0.888368	1.862934e-08	1.527770e+00
1004		-58.610278	-58.610278	0.803463	1.833309e-08	1.555922e+00
1004		-58.610278	-58.927888	0.727886	1.828932e-08	1.540378e+00
1004		-58.610278	-61.097376	0.083151	1.830150e-08	1.541058e+00
1004		-58.610278	-61.311369	0.067132	1.812295e-08	1.540827e+00
1004		-58.610278	-61.594140	0.050597	1.824185e-08	1.563354e+00
1004		-58.610278	-61.305630	0.067519	1.854738e-08	1.549101e+00
1004		-58.610278	-60.332835	0.178609	1.847137e-08	1.521454e+00
1004		-58.610278	-61.190010	0.075794	1.873221e-08	1.581779e+00
1004		-58.610278	-60.806382	0.111236	1.817262e-08	1.520815e+00
1005		-58.617082	-58.617082	0.993219	1.837745e-08	1.521521e+00
1006		-59.618794	-59.618794	0.367250	1.846289e-08	1.541528e+00
1007		-60.267483	-60.267483	0.522731	1.850290e-08	1.560056e+00
1007		-60.267483	-63.677786	0.033031	1.827334e-08	1.569169e+00
1007		-60.267483	-62.311214	0.129544	1.839821e-08	1.540846e+00
1008		-60.989353	-60.989353	0.485843	1.838168e-08	1.540491e+00
1008		-60.989353	-67.348025	0.001732	1.888496e-08	1.588885e+00
1008		-60.989353	-63.786135	0.061006	1.844270e-08	1.541443e+00
1008		-60.989353	-61.582826	0.552405	1.803656e-08	1.540247e+00
1008		-60.989353	-64.785388	0.022460	1.834195e-08	1.590410e+00
1009		-60.883891	-60.883891	1.000000	1.849016e-08	1.541546e+00
1009		-60.883891	-64.417797	0.029191	1.862342e-08	1.640375e+00
1009		-60.883891	-62.358636	0.228837	1.881709e-08	1.541809e+00
1009		-60.883891	-65.356144	0.011422	1.847613e-08	1.540656e+00
1009		-60.883891	-63.755689	0.056597	1.844808e-08	1.491126e+00
1010		-60.663968	-60.663968	1.000000	1.874931e-08	1.490961e+00
1010		-60.663968	-63.448486	0.061759	1.870426e-08	1.539047e+00
1011		-60.034106	-60.034106	1.000000	1.863071e-08	1.499628e+00
1011		-60.034106	-63.476324	0.031994	1.889832e-08	1.539673e+00
1011		-60.034106	-62.446506	0.089600	1.850676e-08	1.490809e+00
1012		-60.781149	-60.781149	0.473765	1.859486e-08	1.509835e+00
1013		-62.779458	-62.779458	0.135564	1.839299e-08	1.520808e+00
1013		-62.779458	-64.272907	0.224597	1.851448e-08	1.544353e+00
1013		-62.779458	-63.775414	0.369370	1.823474e-08	1.539728e+00
1014		-63.249708	-63.249708	0.624846	1.822044e-08	1.499644e+00
1014		-63.249708	-64.930963	0.186140	1.782528e-08	1.540194e+00
1014		-63.249708	-64.377523	0.323740	1.856466e-08	1.560730e+00
1015		-61.804502	-61.804502	1.000000	1.801530e-08	1.521918e+00
1015		-61.804502	-65.225603	0.032676	1.833062e-08	1.540244e+00
1015		-61.804502	-68.029026	0.001980	1.812265e-08	1.493741e+00
1015		-61.804502	-63.228002	0.240870	1.806480e-08	1.592683e+00
1016		-62.609039	-62.609039	0.447295	1.812006e-08	1.567195e+00
1017		-63.083868	-63.083868	0.621992	1.789969e-08	1.540685e+00
1018		-64.356289	-64.356289	0.280153	1.757974e-08	1.521528e+00
1018		-64.356289	-66.188272	0.160096	1.769423e-08	1.541126e+00
1018		-64.356289	-68.146543	0.022590	1.752500e-08	1.540980e+00
1019		-65.271341	-65.271341	0.400496	1.717241e-08	1.490908e+00
1019		-65.271341	-68.859483	0.027650	1.719164e-08	1.508538e+00
1020		-66.373409	-66.373409	0.332183	1.731513e-08	1.531889e+00
1020		-66.373409	-70.603671	0.014549	1.673434e-08	1.540054e+00
1020		-66.373409	-69.694265	0.036122	1.751832e-08	1.530179e+00
1020		-66.373409	-70.296346	0.019783	1.718218e-08	1.538127e+00
1020		-66.373409	-66.649798	0.758518	1.752527e-08	1.515076e+00
1020		-66.373409	-68.314268	0.143581	1.722711e-08	1.493172e+00
1021		-64.671733	-64.671733	1.000000	1.779264e-08	1.527017e+00
1021		-64.671733	-69.700689	0.006546	1.753833e-08	1.519382e+00
1022		-64.186055	-64.186055	1.000000	1.797680e-08	1.519900e+00
1022		-64.186055	-65.610720	0.240589	1.840895e-08	1.540373e+00
1023		-65.778077	-65.778077	0.203514	1.800807e-08	1.512316e+00
1023		-65.778077	-68.557147	0.062096	1.846527e-08	1.520251e+00
1024		-64.517583	-64.517583	1.000000	1.767999e-08	1.608907e+00
1024		-64.517583	-70.597845	0.002288	1.724553e-08	1.519310e+00
1024		-64.517583	-65.716353	0.301565	1.746786e-08	1.520406e+00
1025		-65.095804	-65.095804	0.560895	1.780113e-08	1.540973e+00
1025		-65.095804	-67.620577	0.080076	1.793666e-08	1.539526e+00
1025		-65.095804	-68.415802	0.036153	1.794977e-08	1.544255e+00
1026		-63.799336	-63.799336	1.000000	1.778756e-08	1.520773e+00
1026		-63.799336	-66.540119	0.064520	1.800733e-08	1.516446e+00
1026		-63.799336	-67.502401	0.024648	1.760713e-08	1.544498e+00
1027		-66.514818	-66.514818	0.066173	1.737085e-08	1.531260e+00
1028		-66.050080	-66.050080	1.000000	1.727709e-08	1.507998e+00
1028		-66.050080	-68.115942	0.126709	1.737222e-08	1.502771e+00
1028		-66.050080	-70.165875	0.016313	1.746608e-08	1.538921e+00
1029		-64.423938	-64.423938	1.000000	1.759009e-08	1.531308e+00
1029		-64.423938	-66.095404	0.187971	1.798952e-08	1.544940e+00
1029		-64.423938	-65.266889	0.430439	1.763878e-08	1.607839e+00
1029		-64.423938	-65.083701	0.516974	1.779881e-08	1.598746e+00
1029		-64.423938	-65.633664	0.298279	1.743187e-08	1.590456e+00
1029		-64.423938	-65.523723	0.332943	1.728598e-08	1.618983e+00
1030		-65.011029	-65.011029	0.555942	1.788372e-08	1.689280e+00
1031		-66.556923	-66.556923	0.213121	1.781201e-08	1.547756e+00
1032		-66.797511	-66.797511	0.786166	1.739975e-08	1.547018e+00
1033		-66.987413	-66.987413	0.827040	1.739667e-08	1.559364e+00
1034		-68.023947	-68.023947	0.354682	1.696670e-08	1.581782e+00
1034		-68.023947	-70.512625	0.083020	1.715974e-08	1.557469e+00
1034		-68.023947	-69.226296	0.300488	1.694041e-08	1.556098e+00
1035		-66.776425	-66.776425	1.000000	1.684299e-08	1.561100e+00
1035		-66.776425	-68.044031	0.281505	1.674499e-08	1.541570e+00
1036		-68.605450	-68.605450	0.160570	1.682967e-08	1.581181e+00
1036		-68.605450	-71.807530	0.040677	1.673492e-08	1.569253e+00
1037		-66.082778	-66.082778	1.000000	1.698264e-08	1.569649e+00
1037		-66.082778	-69.618765	0.029130	1.742628e-08	1.568524e+00
1037		-66.082778	-70.949038	0.007702	1.688456e-08	1.585818e+00
1037		-66.082778	-69.640546	0.028502	1.700945e-08	1.580379e+00
1037		-66.082778	-68.871788	0.061482	1.660834e-08	1.598729e+00
1037		-66.082778	-68.453847	0.093381	1.655638e-08	1.598962e+00
1037		-66.082778	-69.222177	0.043309	1.698826e-08	1.619333e+00
1037		-66.082778	-69.751492	0.025509	1.667057e-08	1.570188e+00
1037		-66.082778	-69.148898	0.046602	1.714549e-08	1.671253e+00
1037		-66.082778	-69.322205	0.039186	1.637130e-08	1.600341e+00
1037		-66.082778	-71.810384	0.003255	1.695228e-08	1.579833e+00
1037		-66.082778	-67.100576	0.361390	1.698173e-08	1.599367e+00
1038		-68.659816	-68.659816	0.075999	1.707577e-08	1.591068e+00
1039		-66.923717	-66.923717	1.000000	1.720803e-08	1.548988e+00
1039		-66.923717	-69.841664	0.054045	1.702188e-08	1.636254e+00
1039		-66.923717	-67.122570	0.819670	1.752221e-08	1.624961e+00
1039		-66.923717	-67.583843	0.516786	1.689064e-08	1.661501e+00
1039		-66.923717	-67.478018	0.574474	1.728349e-08	1.652947e+00
1039		-66.923717	-67.622482	0.497199	1.722437e-08	1.660613e+00
1039		-66.923717	-67.974984	0.349495	1.734690e-08	1.667787e+00
1040		-64.402639	-64.402639	1.000000	1.708310e-08	1.637930e+00
1041		-63.383896	-63.383896	1.000000	1.722338e-08	1.569988e+00
1041		-63.383896	-64.880988	0.223780	1.694193e-08	1.570098e+00
1042		-61.493440	-61.493440	1.000000	1.728122e-08	1.502514e+00
1042		-61.493440	-65.042129	0.028762	1.728061e-08	1.541093e+00
1042		-61.493440	-62.382063	0.411221	1.728309e-08	1.551488e+00
1042		-61.493440	-62.113503	0.537910	1.708661e-08	1.638827e+00
1042		-61.493440	-62.672973	0.307422	1.785905e-08	1.559571e+00
1042		-61.493440	-64.406947	0.054285	1.733310e-08	1.581781e+00
1043		-63.569836	-63.569836	0.125381	1.739801e-08	1.541133e+00
1043		-63.569836	-64.976915	0.244857	1.760465e-08	1.560633e+00
1044		-62.147986	-62.147986	1.000000	1.763564e-08	1.541556e+00
1044		-62.147986	-65.830622	0.025157	1.816616e-08	1.565378e+00
1044		-62.147986	-64.483944	0.096718	1.726802e-08	1.548618e+00
1045		-61.114038	-61.114038	1.000000	1.801968e-08	1.589687e+00
1045		-61.114038	-65.534970	0.012023	1.804611e-08	1.589171e+00
1045		-61.114038	-64.387056	0.037892	1.802849e-08	1.593993e+00
1045		-61.114038	-64.889904	0.022917	1.806480e-08	1.559293e+00
1045		-61.114038	-63.820338	0.066783	1.828727e-08	1.568566e+00
1045		-61.114038	-65.967999	0.007797	1.814046e-08	1.601253e+00
1046		-61.604694	-61.604694	0.612224	1.815440e-08	1.612648e+00
1046		-61.604694	-64.349935	0.064233	1.839169e-08	1.560848e+00
1047		-62.082954	-62.082954	0.619861	1.800692e-08	1.550087e+00
1047		-62.082954	-67.434223	0.004742	1.779235e-08	1.589432e+00
1047		-62.082954	-65.459191	0.034176	1.820104e-08	1.541527e+00
1048		-62.416311	-62.416311	0.716514	1.830215e-08	1.592191e+00
1048		-62.416311	-65.151774	0.064864	1.810173e-08	1.559814e+00
1049		-62.099233	-62.099233	1.000000	1.869868e-08	1.552156e+00
1049		-62.099233	-65.330813	0.039495	1.855931e-08	1.521143e+00
1049		-62.099233	-65.068325	0.051350	1.873744e-08	1.560098e+00
1050		-61.298243	-61.298243	1.000000	1.870152e-08	1.538905e+00
1050		-61.298243	-64.919136	0.026759	1.842530e-08	1.534189e+00
1050		-61.298243	-68.425165	0.000803	1.877613e-08	1.552108e+00
1051		-60.593856	-60.593856	1.000000	1.852437e-08	1.533112e+00
1051		-60.593856	-63.353237	0.063331	1.868107e-08	1.560796e+00
1051		-60.593856	-63.520799	0.053560	1.845105e-08	1.545294e+00
1051		-60.593856	-62.669057	0.125531	1.835323e-08	1.570890e+00
1052		-60.506787	-60.506787	1.000000	1.910254e-08	1.552691e+00
1053		-62.502769	-62.502769	0.135880	1.895087e-08	1.534822e+00
1053		-62.502769	-64.928573	0.088407	1.899295e-08	1.540749e+00
1053		-62.502769	-65.721656	0.040000	1.875787e-08	1.590277e+00
1054		-60.139363	-60.139363	1.000000	1.887725e-08	1.589283e+00
1055		-61.236880	-61.236880	0.333699	1.883536e-08	1.540543e+00
1055		-61.236880	-64.867352	0.026504	1.939189e-08	1.560311e+00
1056		-61.013193	-61.013193	1.000000	1.912326e-08	1.580218e+00
1056		-61.013193	-63.988511	0.051031	1.936353e-08	1.633498e+00
1056		-61.013193	-64.246200	0.039439	1.885182e-08	1.551604e+00
1056		-61.013193	-64.135884	0.044038	1.881597e-08	1.588665e+00
1057		-62.351329	-62.351329	0.262334	1.907867e-08	1.568805e+00
1057		-62.351329	-65.444728	0.045348	1.858291e-08	1.580743e+00
1057		-62.351329	-70.639699	0.000251	1.898200e-08	1.580520e+00
1057		-62.351329	-66.423295	0.017044	1.945924e-08	1.592120e+00
1057		-62.351329	-69.081163	0.001195	1.897332e-08	1.560587e+00
1057		-62.351329	-64.747981	0.091022	1.922026e-08	1.561408e+00
1057		-62.351329	-63.747017	0.247663	1.907099e-08	1.560597e+00
1058		-62.217515	-62.217515	1.000000	1.905205e-08	1.591005e+00
1059		-60.096233	-60.096233	1.000000	1.904799e-08	1.521196e+00
1059		-60.096233	-61.959883	0.155105	1.937716e-08	1.561459e+00
1060		-61.071765	-61.071765	0.376992	1.880296e-08	1.561367e+00
1060		-61.071765	-64.083797	0.049192	1.911043e-08	1.568550e+00
1060		-61.071765	-63.693746	0.072659	1.888007e-08	1.572018e+00
1061		-60.895602	-60.895602	1.000000	1.892346e-08	1.568977e+00
1062		-60.562749	-60.562749	1.000000	1.869137e-08	1.568080e+00
1063		-61.109071	-61.109071	0.579076	1.862860e-08	1.494175e+00
1063		-61.109071	-63.868169	0.063349	1.839721e-08	1.640259e+00
1063		-61.109071	-63.059785	0.142172	1.885085e-08	1.600573e+00
1063		-61.109071	-63.238141	0.118948	1.878133e-08	1.593542e+00
1063		-61.109071	-64.677983	0.028186	1.825001e-08	1.560497e+00
1064		-61.413656	-61.413656	0.737429	1.822475e-08	1.553219e+00
1064		-61.413656	-62.267555	0.425752	1.826510e-08	1.557880e+00
1064		-61.413656	-62.636573	0.294370	1.818652e-08	1.568697e+00
1064		-61.413656	-64.542273	0.043778	1.856817e-08	1.562386e+00
1064		-61.413656	-65.302754	0.020464	1.797337e-08	1.581364e+00
1064		-61.413656	-66.574211	0.005739	1.821056e-08	1.521741e+00
1065		-61.609642	-61.609642	0.822024	1.826365e-08	1.520903e+00
1066		-61.915994	-61.915994	0.736128	1.801498e-08	1.541584e+00
1067		-60.749207	-60.749207	1.000000	1.816735e-08	1.544447e+00
1068		-60.569715	-60.569715	1.000000	1.787347e-08	1.540451e+00
1068		-60.569715	-60.944408	0.687501	1.805354e-08	1.568313e+00
1068		-60.569715	-61.970432	0.246420	1.789523e-08	1.542947e+00
1068		-60.569715	-63.407915	0.058531	1.755502e-08	1.541643e+00
1069		-59.626713	-59.626713	1.000000	1.813725e-08	1.573028e+00
1069		-59.626713	-60.243342	0.539761	1.851269e-08	1.591290e+00
1069		-59.626713	-61.162141	0.215363	1.852143e-08	1.619855e+00
1069		-59.626713	-62.086767	0.085430	1.785926e-08	1.554705e+00
1069		-59.626713	-60.656477	0.357091	1.845491e-08	1.579907e+00
1069		-59.626713	-61.243943	0.198448	1.796107e-08	1.590436e+00
1069		-59.626713	-63.372506	0.023617	1.799222e-08	1.608528e+00
1070		-59.462105	-59.462105	1.000000	1.828849e-08	1.590261e+00
1070		-59.462105	-61.507549	0.129323	1.844971e-08	1.561375e+00
1070		-59.462105	-61.669496	0.109987	1.786281e-08	1.511841e+00
1071		-57.747583	-57.747583	1.000000	1.837679e-08	1.580843e+00
1071		-57.747583	-59.646471	0.149735	1.837681e-08	1.588483e+00
1071		-57.747583	-59.899639	0.116245	1.814352e-08	1.589493e+00
1071		-57.747583	-60.001640	0.104972	1.824874e-08	1.568924e+00
1071		-57.747583	-59.454552	0.181415	1.834922e-08	1.542237e+00
1071		-57.747583	-60.206741	0.085507	1.819268e-08	1.550222e+00
1071		-57.747583	-59.203885	0.233097	1.869011e-08	1.590169e+00
1071		-57.747583	-57.976312	0.795544	1.807284e-08	1.568384e+00
1071		-57.747583	-60.057144	0.099305	1.879203e-08	1.571268e+00
1072		-59.004052	-59.004052	0.284657	1.840666e-08	1.552899e+00
1072		-59.004052	-61.363717	0.094452	1.854464e-08	1.533079e+00
1073		-57.788337	-57.788337	1.000000	1.857997e-08	1.602598e+00
1073		-57.788337	-61.099986	0.036456	1.891013e-08	1.529105e+00
1073		-57.788337	-62.974841	0.005592	1.839281e-08	1.589072e+00
1073		-57.788337	-60.386457	0.074413	1.888801e-08	1.601063e+00
1073		-57.788337	-59.143312	0.257954	1.859925e-08	1.588725e+00
1073		-57.788337	-61.460188	0.025429	1.837006e-08	1.577871e+00
1073		-57.788337	-61.124354	0.035578	1.889038e-08	1.549856e+00
1074		-60.000082	-60.000082	0.109509	1.853223e-08	1.593538e+00
1074		-60.000082	-62.700000	0.067211	1.852501e-08	1.560610e+00
1074		-60.000082	-62.283352	0.101950	1.791464e-08	1.589642e+00
1075		-59.846913	-59.846913	1.000000	1.850487e-08	1.569588e+00
1076		-59.505335	-59.505335	1.000000	1.859933e-08	1.541165e+00
1077		-60.611281	-60.611281	0.330898	1.846720e-08	1.580271e+00
1077		-60.611281	-61.101823	0.612294	1.842360e-08	1.576360e+00
1078		-61.262887	-61.262887	0.521208	1.861321e-08	1.577232e+00
1078		-61.262887	-61.868648	0.545659	1.853567e-08	1.580651e+00
1078		-61.262887	-68.873256	0.000495	1.868610e-08	1.568275e+00
1078		-61.262887	-67.558985	0.001843	1.866798e-08	1.560251e+00
1079		-59.389486	-59.389486	1.000000	1.852343e-08	1.549701e+00
1080		-58.245171	-58.245171	1.000000	1.855536e-08	1.629306e+00
1080		-58.245171	-60.653431	0.089972	1.821067e-08	1.550549e+00
1081		-57.851800	-57.851800	1.000000	1.846966e-08	1.589102e+00
1081		-57.851800	-59.172310	0.266999	1.828230e-08	1.561712e+00
1081		-57.851800	-58.942535	0.335969	1.828442e-08	1.572360e+00
1081		-57.851800	-60.960778	0.044647	1.848305e-08	1.552280e+00
1081		-57.851800	-59.192607	0.261635	1.842050e-08	1.588538e+00
1082		-57.392812	-57.392812	1.000000	1.852095e-08	1.589223e+00
1083		-57.332952	-57.332952	1.000000	1.829922e-08	1.568162e+00
1084		-57.573001	-57.573001	0.786589	1.819736e-08	1.574428e+00
1084		-57.573001	-63.546108	0.002546	1.829826e-08	1.559091e+00
1085		-57.344787	-57.344787	1.000000	1.826357e-08	1.521587e+00
1086		-60.175274	-60.175274	0.058984	1.808887e-08	1.592928e+00
1086		-60.175274	-62.546111	0.093403	1.795406e-08	1.570095e+00
1086		-60.175274	-62.663358	0.083069	1.843389e-08	1.552165e+00
1086		-60.175274	-62.059020	0.152020	1.766348e-08	1.540942e+00
1086		-60.175274	-64.648436	0.011411	1.810805e-08	1.560180e+00
1086		-60.175274	-62.183489	0.134228	1.830433e-08	1.525377e+00
1087		-57.592591	-57.592591	1.000000	1.840920e-08	1.538374e+00
1087		-57.592591	-59.657477	0.126833	1.864750e-08	1.640597e+00
1087		-57.592591	-59.733614	0.117535	1.834174e-08	1.593513e+00
1087		-57.592591	-58.269191	0.508343	1.826855e-08	1.560898e+00
1087		-57.592591	-60.205735	0.073304	1.835677e-08	1.569908e+00
1087		-57.592591	-59.626018	0.130886	1.866698e-08	1.541500e+00
1087		-57.592591	-60.397987	0.060483	1.828182e-08	1.580872e+00
1087		-57.592591	-64.281145	0.001245	1.886562e-08	1.549907e+00
1087		-57.592591	-60.822073	0.039578	1.838055e-08	1.568443e+00
1087		-57.592591	-58.990342	0.247152	1.833400e-08	1.521022e+00
1088		-57.522855	-57.522855	1.000000	1.838247e-08	1.568669e+00
1088		-57.522855	-61.535199	0.018091	1.836615e-08	1.552749e+00
1088		-57.522855	-60.044505	0.080327	1.859432e-08	1.541118e+00
1088		-57.522855	-59.539549	0.133095	1.829042e-08	1.590149e+00
1088		-57.522855	-61.485907	0.019005	1.842848e-08	1.541271e+00
1088		-57.522855	-59.544238	0.132472	1.834891e-08	1.541941e+00
1088		-57.522855	-59.304936	0.168288	1.823980e-08	1.542493e+00
1089		-57.376078	-57.376078	1.000000	1.882678e-08	1.581463e+00
1090		-57.500689	-57.500689	0.882841	1.862463e-08	1.550028e+00
1090		-57.500689	-59.192332	0.184217	1.826090e-08	1.589792e+00
1091		-57.577583	-57.577583	0.925988	1.850838e-08	1.668566e+00
1091		-57.577583	-59.339904	0.171646	1.859361e-08	1.514732e+00
1092		-57.321955	-57.321955	1.000000	1.829715e-08	1.581995e+00
1092		-57.321955	-60.861886	0.029015	1.870687e-08	1.590510e+00
1092		-57.321955	-61.904281	0.010231	1.805581e-08	1.541505e+00
1092		-57.321955	-61.715979	0.012351	1.796490e-08	1.563734e+00
1092		-57.321955	-58.393591	0.342448	1.845941e-08	1.547615e+00
1092		-57.321955	-61.615659	0.013654	1.835941e-08	1.561281e+00
1092		-57.321955	-58.518077	0.302364	1.831652e-08	1.598849e+00
1092		-57.321955	-58.398990	0.340604	1.841161e-08	1.561350e+00
1092		-57.321955	-58.788893	0.230630	1.798121e-08	1.570521e+00
1092		-57.321955	-59.521259	0.110880	1.853294e-08	1.589296e+00
1093		-58.629466	-58.629466	0.270493	1.846979e-08	1.578348e+00
1093		-58.629466	-59.805704	0.308437	1.851972e-08	1.580867e+00
1094		-57.093141	-57.093141	1.000000	1.809259e-08	1.585340e+00
1094		-57.093141	-58.656324	0.209468	1.830902e-08	1.578346e+00
1095		-56.662159	-56.662159	1.000000	1.821445e-08	1.571339e+00
1096		-58.582192	-58.582192	0.146602	1.816534e-08	1.573465e+00
1097		-57.615507	-57.615507	1.000000	1.791010e-08	1.552250e+00
1097		-57.615507	-58.637127	0.360011	1.791846e-08	1.651731e+00
1098		-56.284717	-56.284717	1.000000	1.774282e-08	1.521423e+00
1099		-56.856446	-56.856446	0.564549	1.771100e-08	1.569661e+00
1099		-56.856446	-60.324606	0.031174	1.742491e-08	1.601262e+00
1099		-56.856446	-58.888115	0.131116	1.771896e-08	1.589829e+00
1099		-56.856446	-59.253774	0.090961	1.783524e-08	1.561456e+00
1099		-56.856446	-57.952891	0.334056	1.775828e-08	1.592339e+00
1099		-56.856446	-62.099376	0.005285	1.751995e-08	1.521903e+00
1099		-56.856446	-59.470332	0.073249	1.790134e-08	1.589692e+00
1100		-56.978026	-56.978026	0.885520	1.792111e-08	1.541477e+00
1101		-57.153328	-57.153328	0.839203	1.820182e-08	1.553684e+00
1101		-57.153328	-58.241211	0.336929	1.797667e-08	1.611381e+00
1101		-57.153328	-60.746833	0.027502	1.828464e-08	1.579618e+00
1101		-57.153328	-58.873664	0.179006	1.844646e-08	1.597126e+00
1101		-57.153328	-59.504719	0.095237	1.804261e-08	1.596440e+00
1101		-57.153328	-60.910389	0.023352	1.837531e-08	1.606859e+00
1101		-57.153328	-58.500814	0.259893	1.879305e-08	1.604248e+00
1101		-57.153328	-61.302502	0.015777	1.804777e-08	1.639997e+00
1101		-57.153328	-59.324777	0.114012	1.825941e-08	1.684030e+00
1102		-58.005335	-58.005335	0.426558	1.858959e-08	1.600402e+00
1102		-58.005335	-58.465269	0.631325	1.841178e-08	1.558447e+00
1103		-56.918335	-56.918335	1.000000	1.852384e-08	1.550653e+00
1103		-56.918335	-57.990391	0.342304	1.823685e-08	1.562486e+00
1104		-55.698352	-55.698352	1.000000	1.859209e-08	1.590341e+00
1104		-55.698352	-58.046797	0.095518	1.888463e-08	1.540533e+00
1105		-53.837681	-53.837681	1.000000	1.878920e-08	1.543839e+00
1105		-53.837681	-55.378502	0.214205	1.869276e-08	1.540863e+00
1105		-53.837681	-55.572426	0.176445	1.856646e-08	1.541326e+00
1105		-53.837681	-58.310436	0.011416	1.896010e-08	1.589611e+00
1106		-56.952220	-56.952220	0.044399	1.841326e-08	1.592984e+00
1106		-56.952220	-59.032574	0.124886	1.820546e-08	1.608555e+00
1107		-57.593616	-57.593616	0.526557	1.872322e-08	1.547507e+00
1107		-57.593616	-58.966483	0.253379	1.836240e-08	1.552271e+00
1107		-57.593616	-62.780291	0.005591	1.851907e-08	1.541839e+00
1108		-56.993734	-56.993734	1.000000	1.859887e-08	1.541637e+00
1108		-56.993734	-60.118177	0.043961	1.837957e-08	1.580426e+00
1108		-56.993734	-59.118978	0.119404	1.880841e-08	1.561530e+00
1108		-56.993734	-59.552888	0.077370	1.895197e-08	1.589089e+00
1109		-56.723713	-56.723713	1.000000	1.882241e-08	1.650099e+00
1110		-53.356986	-53.356986	1.000000	1.875987e-08	1.590335e+00
1111		-54.427006	-54.427006	0.343002	1.883109e-08	1.549252e+00
1111		-54.427006	-55.288624	0.422478	1.892790e-08	1.570037e+00
1111		-54.427006	-59.215654	0.008324	1.898159e-08	1.590528e+00
1111		-54.427006	-59.474905	0.006423	1.912763e-08	1.561545e+00
1111		-54.427006	-56.516782	0.123715	1.874632e-08	1.532096e+00
1112		-54.027224	-54.027224	1.000000	1.855956e-08	1.533237e+00
1112		-54.027224	-54.441655	0.660716	1.819942e-08	1.541281e+00
1113		-53.924961	-53.924961	1.000000	1.852919e-08	1.568359e+00
1113		-53.924961	-56.976991	0.047263	1.858864e-08	1.553880e+00
1114		-53.403116	-53.403116	1.000000	1.897281e-08	1.541851e+00
1115		-53.544066	-53.544066	0.868533	1.850441e-08	1.600088e+00
1116		-57.141312	-57.141312	0.027399	1.829200e-08	1.580670e+00
1116		-57.141312	-59.135902	0.136069	1.826854e-08	1.567884e+00
1116		-57.141312	-58.616734	0.228682	1.836823e-08	1.600647e+00
1116		-57.141312	-60.217449	0.046137	1.814702e-08	1.589346e+00
1117		-57.403014	-57.403014	0.769740	1.843718e-08	1.567896e+00
1117		-57.403014	-60.143180	0.064560	1.834190e-08	1.617443e+00
1118		-54.660930	-54.660930	1.000000	1.825319e-08	1.589475e+00
1119		-53.646183	-53.646183	1.000000	1.807707e-08	1.589349e+00
1119		-53.646183	-54.147986	0.605438	1.813666e-08	1.570043e+00
1119		-53.646183	-55.198603	0.211735	1.795265e-08	1.572041e+00
1119		-53.646183	-54.593387	0.387824	1.826161e-08	1.528382e+00
1120		-54.291985	-54.291985	0.524242	1.818003e-08	1.510806e+00
1120		-54.291985	-57.754177	0.031361	1.797862e-08	1.585338e+00
1120		-54.291985	-55.893914	0.201508	1.825463e-08	1.568416e+00
1121		-55.134468	-55.134468	0.430640	1.813590e-08	1.524537e+00
1122		-55.461708	-55.461708	0.720911	1.823130e-08	1.570709e+00
1123		-56.017254	-56.017254	0.573759	1.815499e-08	1.574825e+00
1123		-56.017254	-61.146477	0.005921	1.768036e-08	1.532533e+00
1123		-56.017254	-59.502049	0.030660	1.787948e-08	1.552938e+00
1124		-55.424897	-55.424897	1.000000	1.839727e-08	1.520951e+00
1124		-55.424897	-57.180513	0.172801	1.837663e-08	1.569158e+00
1125		-56.501090	-56.501090	0.340891	1.836127e-08	1.512936e+00
1125		-56.501090	-58.983804	0.083516	1.810024e-08	1.591791e+00
1126		-55.775246	-55.775246	1.000000	1.835839e-08	1.553148e+00
1126		-55.775246	-56.883087	0.330271	1.830086e-08	1.572427e+00
1126		-55.775246	-57.939228	0.114867	1.824827e-08	1.660958e+00
1126		-55.775246	-58.360023	0.075413	1.839788e-08	1.548859e+00
1126		-55.775246	-63.747995	0.000345	1.822357e-08	1.552883e+00
1127		-56.882407	-56.882407	0.330496	1.832577e-08	1.542575e+00
1127		-56.882407	-59.517768	0.071693	1.853640e-08	1.600238e+00
1128		-56.207056	-56.207056	1.000000	1.804137e-08	1.558752e+00
1128		-56.207056	-61.343481	0.005879	1.825186e-08	1.515951e+00
1129		-56.247679	-56.247679	0.960191	1.800521e-08	1.540928e+00
1129		-56.247679	-60.751153	0.011070	1.804989e-08	1.580640e+00
1129		-56.247679	-62.174170	0.002668	1.784029e-08	1.601221e+00
1129		-56.247679	-57.424004	0.308410	1.836833e-08	1.541969e+00
1130		-56.046456	-56.046456	1.000000	1.804544e-08	1.589688e+00
1130		-56.046456	-58.263980	0.108878	1.762482e-08	1.529294e+00
1131		-57.761916	-57.761916	0.179881	1.774337e-08	1.520827e+00
1131		-57.761916	-61.198568	0.032172	1.744332e-08	1.572590e+00
1132		-58.799758	-58.799758	0.354218	1.803847e-08	1.581501e+00
